id,drug_id,sentence_index,sentences,ADR1,ADR2,ADR3,ADR4,ADR5,ADR6,ADR7,ADR8,ADR9,ADR10,ADR11,ADR12,ADR13,ADR14,ADR15,ADR16,ADR17,ADR18,ADR19,ADR20,ADR21,ADR22,ADR23,ADR24,ADR25,ADR26,ADR27,ADR28,ADR29,ADR30
1996,effexorXR.144,1,"Terrible night sweats (most nights), non-existent libido, concentration difficulties, unbearable discontinuation syndrome if I miss a tablet.",Terrible night sweats (most nights),non-existent libido,concentration difficulties,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,effexorXR.144,3,"My moods are stable, but I'm now mildly and continuously depressed because of the two main side effects - lack of libido and bad night sweats.",mildly and continously depressed,lack of libido,bad night sweats,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,effexorXR.144,4,"It's ruining my relationship, and so I'd really like to get off it but am terrified due to the side effects, and not knowing what I'll be like when I'm off it.",ruining my relationship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,effexorXR.144,6,"It has made my life bearable, but introduced new problems which I never had before.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,effexorXR.145,1,"Headaches, fitful sleeping and takes a while to get going in the morning.",Headaches,fitful sleeping,takes a while to get going in the morning,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,effexorXR.145,3,My periods have become irregular and at first were light now quite heavy and lasting a full week.,periods have become irregular,periods at first were light,periods now quite heavy and lasting a full week,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,effexorXR.146,1,Intensified anxiety.,Intensified anxiety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,effexorXR.146,2,Terrible hostile thoughts (short term) and felt could lose control.,Terrible hostile thoughts (short term),felt could lose control,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,effexorXR.146,4,"Yawning, constipation (short term).",Yawning,constipation (short term),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,effexorXR.146,7,The initial side effects are terrifying but thankfully past experience told me to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,effexorXR.147,1,"While I have been on Effexor, I have identified side effects like asexuality - also, other sexual side effects; including: Ejaculation problems, and reduced climax intensity.",asexuality,Ejaculation problems,reduced climax intensity,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,effexorXR.147,2,"There are also more mild effects on my sleep - Night sweats, and vivid dreaming.",night sweats,vivid dreaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,effexorXR.148,1,No real side effects besides a little more lethargy/sleepiness than usual.,a little more lethargy,a little more sleepiness than usual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,effexorXR.149,1,"Brain zaps, excessive yawning, fatigue, increased appetite, vivid sexual dreams, sexual side effects.",Brain zaps,excessive yawning,fatigue,increased appetite,vivid sexual dreams,sexual side effects,,,,,,,,,,,,,,,,,,,,,,,,
2010,effexorXR.149,4,"It really gave me my life back somewhat, Now I feel I am extremely drowsy at times, hard to stay awake.",extremely drowsy at times,hard to stay awake,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,effexorXR.149,5,"I will also get the brain zaps, electrical shocks if I'm just lying in bed.",brain zaps,electric shocks ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,effexorXR.150,1,"Reduced libido, some difficulty with ejaculation.",reduced libido,some difficulty with ejaculation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,effexorXR.150,2,"Some anxiety and ""brain shocks"" for the first day or two.",Some anxiety for the first day or two,"""brain shocks"" for the first day or two",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,effexorXR.151,1,"Typical with effexor XR- Dizzy, jaw tight, teeth grinding.",Dizzy,jaw tight,teeth grinding,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,effexorXR.151,4,I have noticed that alcohol has a stronger effect on me now.,alcohol has a stronger effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,effexorXR.152,1,loss of appetite.,loss of appetite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,effexorXR.153,1,"Vivid dreams/nightmares, possibly some tiredness.",Vivid dreams,nightmares,possibly some tiredness,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,effexorXR.154,1,"Night sweats, interrupted sleep most nights, seriously dry mouth when I wake up.",night sweats,interrupted sleep most nights,seriously dry mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,effexorXR.154,3,But the wooziness!,wooziness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,effexorXR.154,4,It's somewhere between dizzy and light headed.,between dizzy and light headed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,effexorXR.154,12,"May increase dosage again, but I'm concerned about the wooziness.",wooziness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,effexorXR.155,1,"Sleep issues, also I now have a harsh edge to my inter-action with others.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,effexorXR.155,6,I've also lost about 30lbs 240 down to 210lbs (Not that I complaining on that one).,lost about 30 lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,effexorXR.156,1,Increased perspiration/Real lack of sexual desire/Tinnitus/Weight gain/Minor joint soreness/Shortness of breath/Some excessive yawning/Constipation/Dry eyes towards end of 24 hour cycle.,Increased perspiration,lack of sexual desire,Tinnitus,Weight gain,Minor joint soreness,Shortness of breath,Some excessive yawning,Constipation,Dry eyes,,,,,,,,,,,,,,,,,,,,,
2025,effexorXR.156,4,"I found that if I took it in the morning, I would get very tired after about 6 to 8 hours.",very tired ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,effexorXR.157,1,"NO sex drive, severe fatigue, sweating, mild jaw clenching.",NO sex drive,severe fatigue,sweating,mild jaw clenching,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,effexorXR.157,3,"However, the side effects are awful, but to me it's worth it because after trying Lexapro, Wellbutrin, and Zoloft, this is the only thing that makes me feel better.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,effexorXR.157,4,"I have to take Adderall XR in combination with the Effexor just to keep me awake during the day because if i don't, i absolutely can't function; I will literally just sleep all the time, to the point where it truly can disrupt my life at times.",sleep all the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,effexorXR.157,5,"I had never experienced a fatigue like that before, and it can be very dibilitating.","fatigue, very dibilitating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,effexorXR.157,6,"I have absolutely NO sex drive, but that didn't happen until about a year ago.",absolutely NO sex drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,effexorXR.157,7,"I wake up a lot in the morning with my jaw feeling tired and aching, and it never even occured to me that it may have been because of the Effexor (until i came upon this site!).","jaw feeling tired and aching , a lot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,effexorXR.157,8,"The sweating is really bad, but i've found a great solution - aerosol deoderant!",sweating is really bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,effexorXR.158,1,"Extreme dry mouth, unable to reach orgasm.",Extreme dry mouth,unable to orgasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,effexorXR.158,3,"Felt a bit sluggish, but after a month or so on the 150mg dose, have overcome that side effect.",Felt a bit sluggish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,effexorXR.158,4,"The one and ONLY complaint is this horrible taste in my mouth- tastes metallic, and bitter, a secretion under my toungue.","horrible taste in my mouth - tastes metallic, and bitter",secretion under my toungue,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,effexorXR.158,8,"For a week, I had horrible suicidal thoughts and mood swings, which eventually went away.","For a week, horrible suicidal thoughts","For a week, mood swings",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,effexorXR.159,1,"few side effects at first, but now, after about months on the stuff, at about 20 hours after last dose, I start to get wierd feelings.",wierd feelings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,effexorXR.159,2,"ALmost shakey, or tremors, but they are ""below the surface"" rather than something visible.",almost shakey,tremors,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,effexorXR.159,3,More like I feel as though I am vibrating.,feel as though I am vibrating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,effexorXR.159,4,"Sometimes ringing in my ear, or lightheadedness.",Sometimes ringing in my ear,Sometimes lightheadedness,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,effexorXR.160,1,"At the very beginning of taking Effexor XR (75 mg) I had more energy, sweaty palms, jittery legs, hot flashes.","At the very beginning, more energy","At the very beginning, sweaty palms","At the very beginning, jittery legs","At the very beginning, hot flashes",,,,,,,,,,,,,,,,,,,,,,,,,,
2042,effexorXR.160,2,"After about two weeks, the side effects settled down and I thought I was doing alright.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,effexorXR.161,1,Decreased Libido.,Decreased Libido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,effexorXR.162,1,"occasional sleeplessness; @ 225 mg/day - very difficult to orgasm, not as bad @ lower doses.",occasional sleeplessness,very difficult to orgasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,effexorXR.163,1,"fatigue and sleeping around 15 hours a night and still tired, Loss of sex drive and erection problems when medication doubled from 75mg to 150)  eye site deteriated to the point I thought i needed glasses but once I took myself off the drug eye site returned to normal.",fatigue,sleeping around 15 hours,tired,Loss of sex drive,erection problems,eye site deteriated,,,,,,,,,,,,,,,,,,,,,,,,
2046,effexorXR.163,3,Agressiveness and short tempered.,Agressiveness,short tempered,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,effexorXR.163,4,All side affects and withdraw effects are now gone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,effexorXR.164,1,"bruise easily, terrible joint pain, still have days that I have no desire to get out of bed.",bruise,terrible joint pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,effexorXR.164,4,I was wondering if anyone else has experienced the bruising and terrible joint pain.,bruising,terrible joint pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,effexorXR.164,7,It makes you look like a crazy person when your labs are normal and you still complain of pain.,pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,effexorXR.164,9,I know the pain is real.,pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,effexorXR.165,1,"constipation, aching muscles in both legs and fatigue. ",constipation,aching muscles in both legs,fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,effexorXR.166,1,"Obnoxious behaviour, Increased talkativeness, nausea, diarrhea, headaches, insomnia, flatulence, depression, moderate weight gain, unable to achieve orgasm, increased sexual pleasure.",Obnoxious behavior,Increased talkativeness,nausea,diarrhea,headaches,insomnia,flatulences,depression,moderate weight gain,unable to achieve orgasm,increased sexual pleasure,,,,,,,,,,,,,,,,,,,
2054,effexorXR.166,2,"All of the short term side effects only lasted for the first 2 months,(sexual and weight problems manifested itself over the long term) except for the obnoxious behaviour and increased talkativeness.",sexual problems,weight problems,"lasted for the first 2 months, except for, obnoxious behaviour","lasted for the first 2 months, except for, talkativeness",,,,,,,,,,,,,,,,,,,,,,,,,,
2055,effexorXR.167,2,I guess I can say that there are times my blood pressure increases.,blood pressure increases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,effexorXR.168,1,"night sweats, dreams, possibly increased appetite.",night sweats,dreams,possibly increased appetite,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,effexorXR.168,3,"I started out taking 300 mg of Effexor and am now down to 150 mg At 300, I had very bothersome night sweats.",very bothersome night sweats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,effexorXR.169,1,all was fine (taking it for almost 3 months) but recently noticed I was gaining weight!,gaining weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,effexorXR.170,1,"intense dreams, loss of sex drive. ",intense dreams,loss of sex drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,effexorXR.171,1,Loss sex drive; weight gain; night sweats; nightmares; muscle twitches and jerky when sleeping; ( miss a dose i get depression or panic attack- sometimes withdraw symptoms).,Loss of sex drive,weight gain,night sweats,nightmares,muscle twitches ,muscle jerky ,,,,,,,,,,,,,,,,,,,,,,,,
2061,effexorXR.172,12,"The first 3 days or so, I thought I was in the twilight zone.","first 3 days or so, thought was in the twilight zone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,effexorXR.172,13,"Dizziness, ringing of the ears, irritable, anxious, horrible nightmares, feelings of electrical surges in my body.",Dizziness,ringing of the ears,irritable,anxious,horrible nightmares,feeling of electrical surges in my body,,,,,,,,,,,,,,,,,,,,,,,,
2063,effexorXR.173,1,"GAS,vivid dreams, some muscle twitches.",GAS,vivid dreams,some muscle twitches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,effexorXR.173,2,"mosy of my side effects were in the first week or so starting effexor xr and whenever the dosage is raised, i experienced extreme headaches was extremely tired, very nausous, no appetite,a mild ""high"" feeling no sex drive mainly because i was way to tired.",extreme headaches,extremely tired,very nausous,no appetite,"mild ""high"" feeling",no sex drive,way to tired,,,,,,,,,,,,,,,,,,,,,,,
2065,effexorXR.173,3,"all those side effects went away though after a couple weeks and now it just makes me really gassy and i think my vision has become a little more blurry, the gas is very innoying though even at night when im in bed with my boyfriend its really uncomfortable but i took an over the counter pill for gas relief and it seemed to work.",really gassy,vision has become a little more blurry,gas is very innoying,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,effexorXR.174,1,"Nausea, a light-headed feeling, and dizziness but only at first.",Nausea,light-headed feeling,dizziness but only at first,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,effexorXR.174,2,The side effects go away.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,effexorXR.175,1,"dry mouth, insomnia if taken late in the day, However.",dry mouth,insomnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,effexorXR.175,2,I can't say these side effects outweigh the benefits.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,effexorXR.176,1,Sweaty hands & feet Euphoria.,Sweaty hands,Sweaty feet,Euphoria,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,effexorXR.177,2,in that time i had strange feelings almost like i was on a high at times.,strange feelings almost like i was on a high at times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,effexorXR.177,3,"pupils were hugely enlarged, clenching my jaw alot, suffering alot of dreaming i never use to.",pupils were hugely enlarged,clenching my jaw a lot,a lot of dreaming,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,effexorXR.177,4,"sleeping alot about 12hours a day, coffee doesnt keep me awake anymore.",sleeping a lot,coffee doesnt keep me awake anymore,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,effexorXR.177,5,"have experinced headaches alot when i wake up mainly, increased appiette, weight gain of course.",headaches a lot,increased appiette,weight gain,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,effexorXR.177,10,"im happy with the result, is certainly worth the side affects.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,effexorXR.177,11,the side effects are less common and some totally gone already.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,effexorXR.178,1,Going on it the side effects only lasted about a week.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,effexorXR.178,2,"I had 2 nights where I just couldn't sleep, was slightly nautious and my pupils were MASSIVE!",2 nights where I just couldn't sleep,slightly nautious,pupils were MASSIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,effexorXR.179,2,I hardly remember.,hardly remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,effexorXR.179,3,"With 300 mg, insomnia.",insomnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,effexorXR.179,4,Sweating is worse.,Sweating is worse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,effexorXR.179,6,Some libido decrease.,Some libido decrease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,effexorXR.179,14,Am definitely having difficulty sleeping but was able to wean off Xanax.,difficulty sleeping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,effexorXR.180,1,"Night Sweats, Restless Legs, Take 150mg, and that, along with Provigil that I started a bit later, appear to have given my regular epilepy meds a push to stop my seizures, that were previously at 4-5 a day.",Night Sweats,Restless Legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,effexorXR.180,2,"I do sweat like a pig at night, am very flat emiotionally and have zero sex drive, which is good, because it also keeps my johnson from working very well.",sweat at night,very flat emiotionally,zero sex drive,keeps my johnson from working very well,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,effexorXR.180,3,"May sound like a crappy drug, but I'll take the side effects for no seizures any day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,effexorXR.181,3,"I felt like I was on speed, but after my body adjusted it gave me my life back.",felt like I was on speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,effexorXR.182,5,I have gained about 15 lbs in 6 months.,gained about 15 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,effexorXR.182,6,My hands are swelled.,hands are swelled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
